name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team
Ben Shtolzberg,https://www.on3.com/db/ben-shtolzberg-9995/,SG,JR,6-4,190,Southern California Academy,"(Northridge, CA)",88.98,,Entered,University of California Santa Barbara,Murray State
Christ Essandoko,https://www.on3.com/db/christ-essandoko-22728/,PF,RS-SO,6-11,260,Winston-Salem Prep,"(Winston Salem, NC)",90.79,,Entered,Providence,South Carolina
Chris Bell,https://www.on3.com/db/chris-bell-21424/,SF,JR,6-7,180,Wasatch Academy,"(Concord, CA)",92.23,,Entered,Syracuse,N/A
Jermahri Hill,https://www.on3.com/db/jermahri-hill-60672/,SG,JR,6-5,185,Berkmar,"(Lilburn, GA)",,,Entered,Ball State,George Mason
Jacob Meyer,https://www.on3.com/db/jacob-meyer-191109/,PG,SO,6-2,195,Holy Cross,"(Covington, KY)",88.00,,Entered,DePaul,N/A
Blake Barkley,https://www.on3.com/db/blake-barkley-162936/,PF,SO,6-8,195,Putnam Science Academy,"(Putnam, CT)",83.00,,Entered,Northwestern,East Tennessee State
Lajae Jones,https://www.on3.com/db/lajae-jones-250237/,PF,JR,6-7,220,Duncan U. Fletcher,"(Jacksonville, FL)",,,Entered,St. Bonaventure University,Florida State
Damarion Dennis,https://www.on3.com/db/damarion-dennis-236025/,PG,FR,6-0,150,Veterans Memorial,"(San Antonio, TX)",,,Entered,Texas A & M University Corpus Christi,Wyoming
Anthony Arrington Jr.,https://www.on3.com/db/anthony-arrington-jr-250243/,CG,JR,6-2,190,The Galloway School,"(Atlanta, GA)",,,Entered,Wofford,N/A
Kam Craft,https://www.on3.com/db/kam-craft-147637/,SG,JR,6-5,180,The Skill Factory,"(Atlanta, GA)",91.23,,Entered,Miami (OH),Georgia Tech
Damjan Vukcevic,https://www.on3.com/db/damjan-vukcevic-250248/,C,JR,7-1,250,West Nottingham Academy,,,,Entered,UT Martin,N/A
Hudson Ward,https://www.on3.com/db/hudson-ward-175490/,SF,FR,6-7,,Western Canada Prep,"(Edmonton, AB)",84.00,,Entered,Penn State,N/A
Marcus Johnson,https://www.on3.com/db/marcus-johnson-250236/,PF,SR,6-7,265,St. Vincent-St. Mary,"(Akron, OH)",,,Entered,Bowling Green,N/A
Chance Moore,https://www.on3.com/db/chance-moore-19803/,SF,SR,6-5,195,McEachern,"(Powder Springs, GA)",92.31,,Entered,St. Bonaventure University,West Virginia
Chase Cormier,https://www.on3.com/db/chase-cormier-20628/,CG,JR,6-2,165,Greenforest McCalep Christian Academy,"(Decatur, GA)",85.50,,Entered,Wofford,N/A
Patrick Wessler,https://www.on3.com/db/patrick-wessler-95615/,C,RS-SO,7-0,255,Combine Academy,"(Charlotte, NC)",88.00,,Entered,Virginia Tech,University of North Carolina Wilmington
Justyn Fernandez,https://www.on3.com/db/justyn-fernandez-147588/,SG,RS-SO,6-5,200,IMG Academy,"(Richmond, VA)",88.50,,Entered,Providence,Delaware
Dai Dai Ames,https://www.on3.com/db/dai-dai-ames-30867/,PG,SO,6-1,160,Kenwood Academy,"(Chicago, IL)",91.72,,Entered,Virginia,California
Tommy Humphries,https://www.on3.com/db/tommy-humphries-250242/,SG,RS-FR,6-5,215,Totino-Grace,"(Minneapolis, MN)",,,Entered,Furman,N/A
Anastasios Rozakeas,https://www.on3.com/db/anastasios-rozakeas-246414/,SF,FR,6-7,225,Lyceum,(Athens),,,Entered,Florida State,Mount St. Mary's
Amarri Monroe,https://www.on3.com/db/amarri-monroe-250235/,PF,JR,6-7,220,South Kent School,"(Newburgh, NY)",,,Entered,Quinnipiac,N/A
Tristan Gross,https://www.on3.com/db/tristan-gross-147228/,SG,SO,6-4,175,Calvary Christian,"(Clearwater, FL)",84.53,,Entered,Stetson,N/A
Bryce Ford,https://www.on3.com/db/bryce-ford-250234/,SG,SO,6-3,190,Pinnacle Charter,"(Scottsdale, AZ)",,,Entered,Toledo,N/A
Sione Lose,https://www.on3.com/db/sione-lose-250253/,CG,RS-JR,6-4,180,Capital Christian,"(Sacramento, CA)",,,Entered,UC Davis,N/A
Sam Brown,https://www.on3.com/db/sam-brown-250233/,SG,SO,6-3,185,Lower Merion,"(Merion Station, PA)",89.00,,Entered,Pennsylvania,N/A
Daniel Egbuniwe,https://www.on3.com/db/daniel-egbuniwe-250238/,SF,JR,6-7,210,First Assembly Christian,"(Memphis, TN)",,,Entered,Tennessee Tech,N/A
Brandon Rechsteiner,https://www.on3.com/db/brandon-rechsteiner-150392/,PG,SO,6-1,185,Etowah,"(Woodstock, GA)",89.94,,Entered,Virginia Tech,Colorado State
Trent Scott,https://www.on3.com/db/trent-scott-250232/,SG,JR,6-4,190,Alonso,"(Tampa, FL)",,,Entered,Morehead State,N/A
Jalen Hampton,https://www.on3.com/db/jalen-hampton-154955/,SF,JR,6-6,185,Link Year Prep,"(Branson, MO)",,,Entered,Missouri State University,Arkansas State
Taylor Bol Bowen,https://www.on3.com/db/taylor-bol-bowen-110711/,SF,SO,6-9,195,Brewster Academy,"(Jericho, VT)",95.27,,Entered,Florida State,Alabama
David Craig,https://www.on3.com/db/david-craig-147751/,C,JR,7-2,305,McCallie School,"(Chattanooga, TN)",,,Entered,Tennessee Tech,N/A
Larry Johnson,https://www.on3.com/db/larry-johnson-235844/,SG,FR,6-4,175,Southern California Academy,"(Savannah, GA)",88.92,,Entered,Creighton,N/A
Javan Simmons,https://www.on3.com/db/javan-simmons-147722/,SF,JR,6-7,220,Gahanna Lincoln,"(Columbus, OH)",,,Entered,Toledo,N/A
TK Simpkins,https://www.on3.com/db/tk-simpkins-151100/,SG,JR,6-3,175,Liberty Heights Athletic Institute,"(Brooklyn, NY)",93.42,,Entered,Elon,Oregon
Eric Parnell,https://www.on3.com/db/eric-parnell-250231/,SG,JR,6-3,,Holy Trinity Episcopal Academy,"(Melbourne, FL)",,,Entered,Hofstra,N/A
Brandon Maclin,https://www.on3.com/db/brandon-maclin-250261/,SG,SO,6-5,215,Jackson South Side,"(Jackson, TN)",,,Entered,Radford,DePaul
Jalil Bethea,https://www.on3.com/db/jalil-bethea-159200/,SG,FR,6-6,185,Archbishop Wood,"(Warminster, PA)",95.20,,Entered,Miami,Alabama
Jalen Blackmon,https://www.on3.com/db/jalen-blackmon-54153/,CG,SR,6-1,155,Marion,"(Marion, IN)",89.94,,Entered,Miami,N/A
TJ Simpkins,https://www.on3.com/db/tj-simpkins-250106/,SG,SO,6-5,185,Liberty Heights Athletic Institute,"(Brooklyn, NY)",91.61,,Entered,Elon,Seton Hall
Bobby Durkin,https://www.on3.com/db/bobby-durkin-156822/,SF,SO,6-7,200,IMG Academy,"(Glen Ellyn, IL)",92.86,,Entered,Davidson,Minnesota
Mike Williams,https://www.on3.com/db/mike-williams-150901/,SG,SO,6-3,170,Bishop Walsh School,"(Baltimore, MD)",88.00,,Entered,LSU,N/A
Amahrie Simpkins,https://www.on3.com/db/amahrie-simpkins-250154/,SG,SR,6-4,190,Brooklyn College Academy,"(Brooklyn, NY)",,,Entered,Morgan State,N/A
Corey Chest,https://www.on3.com/db/corey-chest-147250/,PF,RS-FR,6-8,210,Link Academy,"(New Orleans, LA)",92.76,,Entered,LSU,Ole Miss
Nik Graves,https://www.on3.com/db/nik-graves-147613/,PG,JR,6-2,170,Greensboro Day School,"(Greensboro, NC)",91.42,,Entered,Charlotte,Creighton
Gabriel Pozzato,https://www.on3.com/db/gabriel-pozzato-246637/,SF,FR,6-7,,NBA Global Academy,"(Rome, Rome)",95.33,,Entered,Evansville,Xavier
Tyrell Ward,https://www.on3.com/db/tyrell-ward-118605/,SG,JR,6-6,185,DeMatha Catholic,"(Hyattsville, MD)",89.94,,Entered,LSU,VCU
Isaac McKneely,https://www.on3.com/db/isaac-mckneely-49222/,CG,JR,6-4,195,Poca,"(Poca, WV)",97.09,,Entered,Virginia,Louisville
Kenyon Giles,https://www.on3.com/db/kenyon-giles-147633/,PG,JR,5-11,165,Oscar Smith,"(Chesapeake, VA)",87.27,,Entered,UNC Greensboro,N/A
Marcus Niblack,https://www.on3.com/db/marcus-niblack-82909/,PG,SR,6-1,160,Wildwood,"(Wildwood, FL)",,,Entered,Jacksonville,N/A
Chris Johnson,https://www.on3.com/db/chris-johnson-145489/,PG,SO,6-4,180,Montverde Academy,"(Missouri City, TX)",95.33,,Entered,Stephen F. Austin,N/A
Reece Potter,https://www.on3.com/db/reece-potter-150893/,C,SO,7-1,215,Lexington Catholic,"(Lexington, KY)",,,Entered,Miami (OH),N/A
Vasean Allette,https://www.on3.com/db/vasean-allette-155478/,SG,SO,6-3,180,Thornlea Secondary School,"(Ontario, CA)",89.95,,Entered,TCU,Arizona State
Isaiah Manning,https://www.on3.com/db/isaiah-manning-147244/,PF,RS-FR,6-7,200,Mansfield Legacy,"(Mansfield, TX)",85.05,,Entered,TCU,N/A
Asa Thomas,https://www.on3.com/db/asa-thomas-147248/,SF,SO,6-7,185,Lake Forest,"(Lake Forest, IL)",86.17,,Entered,Clemson,Furman
Zachary Davis,https://www.on3.com/db/zachary-davis-147011/,CG,JR,6-7,200,Denmark-Olar,"(Denmark, SC)",90.45,,Entered,South Carolina,Memphis
Parker Friedrichsen,https://www.on3.com/db/parker-friedrichsen-95033/,SG,SO,6-3,195,Bixby,"(Bixby, OK)",87.50,,Entered,Wake Forest,Davidson
Jaydon Young,https://www.on3.com/db/jaydon-young-58751/,SG,SO,6-4,205,Greensboro Day School,"(Greensboro, NC)",88.50,,Entered,Virginia Tech,High Point
Jaylon Johnson,https://www.on3.com/db/jaylon-johnson-250230/,PG,JR,6-0,170,Summer Creek,"(Houston, TX)",,,Entered,Tennessee Tech,N/A
Bryce Zephir,https://www.on3.com/db/bryce-zephir-161434/,SG,SR,6-4,200,Santa Monica,"(Carson, CA)",,,Entered,Montana State,Syracuse
Elijah Strong,https://www.on3.com/db/elijah-strong-158460/,PF,SO,6-8,245,Myers Park,"(Charlotte, NC)",90.44,,Entered,Boston College,South Carolina
Blake Harper,https://www.on3.com/db/blake-harper-248242/,SF,FR,6-8,210,Gonzaga,"(Washington, DC)",93.89,,Entered,Howard,N/A
Noah Amenhauser,https://www.on3.com/db/noah-amenhauser-147688/,C,SO,7-0,230,Estrella Foothills,"(Goodyear, AZ)",88.00,,Entered,Coastal Carolina,N/A
Carnegie Johnson,https://www.on3.com/db/carnegie-johnson-250251/,PG,SO,5-9,175,Blair Academy,"(Greenwich, CT)",,,Entered,Navy,N/A
Jahvin Carter,https://www.on3.com/db/jahvin-carter-236464/,PG,FR,6-3,,Alcoa,"(Alcoa, TN)",83.00,,Entered,Penn State,N/A
Damoni Harrison,https://www.on3.com/db/damoni-harrison-250229/,SG,JR,6-5,180,Archer,"(Atlanta, GA)",,,Entered,University of Southern Indiana,N/A
Tarence Guinyard,https://www.on3.com/db/tarence-guinyard-250083/,CG,FR,6-2,170,Lennard,"(Tampa, FL)",90.00,,Entered,UT Martin,N/A
Trey Green,https://www.on3.com/db/trey-green-116040/,PG,SO,5-10,155,Prolific Prep,"(Mooresville, NC)",88.50,,Entered,Xavier,Saint Louis
Ruot Bijiek,https://www.on3.com/db/ruot-bijiek-102741/,SF,JR,6-8,185,Valley,"(West Des Moines, IA)",,,Entered,Bucknell,N/A
Brandon Morgan,https://www.on3.com/db/brandon-morgan-250246/,SG,FR,6-4,180,Forsyth Country Day School,"(Greensboro, NC)",,,Entered,Western Carolina,N/A
Alex Chaikin,https://www.on3.com/db/alex-chaikin-250228/,SG,FR,6-5,170,Trinity Episcopal School,"(Williamsburg, VA)",93.80,,Entered,Lafayette,N/A
Gabe Dynes,https://www.on3.com/db/gabe-dynes-250227/,C,SO,7-3,225,Simon Kenton,"(Independence, KY)",92.88,,Entered,Youngstown State,Vanderbilt
Ryan Jones,https://www.on3.com/db/ryan-jones-145541/,SF,FR,6-8,225,The Rock School,"(Gainesville, FL)",86.50,,Entered,Virginia Tech,N/A
Blake Buchanan,https://www.on3.com/db/blake-buchanan-155441/,C,SO,6-10,215,Lake City,"(Coeur D Alene, ID)",93.33,,Entered,Virginia,Iowa State
Sean Moore,https://www.on3.com/db/sean-moore-180160/,PF,JR,6-4,275,Reynoldsburg,"(Columbus, OH)",89.00,,Entered,University of North Carolina Wilmington,N/A
Karon Boyd,https://www.on3.com/db/karon-boyd-250073/,SF,SO,6-5,218,Cannon School,"(Concord, NC)",89.00,,Entered,East Tennessee State,Wichita State
Gabe Moss,https://www.on3.com/db/gabe-moss-44559/,PF,JR,6-8,210,The Hill School,"(Pottstown, PA)",,,Entered,Delaware,N/A
Treysen Eaglestaff,https://www.on3.com/db/treysen-eaglestaff-248243/,SG,JR,6-6,190,Bismarck,"(Bismarck, ND)",94.37,,Entered,North Dakota,West Virginia
Masud Stewart,https://www.on3.com/db/masud-stewart-250226/,PG,JR,6-1,,Neumann Goretti,"(Philadelphia, PA)",,,Entered,Binghamton University,N/A
Nick Anderson,https://www.on3.com/db/nick-anderson-250334/,SG,JR,6-5,195,Clear Creek,"(Houston, TX)",91.48,,Entered,Prairie View A&M,N/A
Oscar Cluff,https://www.on3.com/db/oscar-cluff-174623/,C,SR,6-11,255,,"(Sierra Vista, AZ)",97.09,$1.7M,Entered,South Dakota State,Purdue
Gavin Walsh,https://www.on3.com/db/gavin-walsh-250225/,SF,SO,6-8,225,Loyola Blakefield,"(Baltimore, MD)",90.96,,Entered,Binghamton University,University of North Carolina Wilmington
Jalen Haynes,https://www.on3.com/db/jalen-haynes-54322/,PF,RS-JR,6-8,215,Montverde Academy,"(Fort Lauderdale, FL)",92.59,,Entered,George Mason,Cincinnati
All Wright,https://www.on3.com/db/all-wright-250224/,CG,FR,6-3,180,Link Academy,"(Joplin, MO)",92.28,,Entered,Valparaiso,Xavier
Lamar Wilkerson,https://www.on3.com/db/lamar-wilkerson-241674/,SG,SR,6-4,205,Ashdown,"(Ashdown, AR)",95.76,,Entered,Sam Houston State,Indiana
Kanye Clary,https://www.on3.com/db/kanye-clary-147016/,PG,JR,5-11,192,Massanutten Military Academy,"(Woodstock, VA)",89.43,,Entered,Mississippi State,Oklahoma State
Cooper Schwieger,https://www.on3.com/db/cooper-schwieger-250223/,PF,SO,6-10,230,Link Academy,"(Overland Park, KS)",93.41,,Entered,Valparaiso,Wake Forest
Miro Little,https://www.on3.com/db/miro-little-150304/,SG,SO,6-3,195,Sunrise Christian Academy,"(Helsinki, Uusi)",89.00,,Entered,Utah,N/A
Izaiah Pasha,https://www.on3.com/db/izaiah-pasha-158445/,PG,FR,6-4,180,St. Thomas More (Prep),"(Springfield, PA)",92.66,,Entered,Delaware,Virginia Tech
Kareem Rozier,https://www.on3.com/db/kareem-rozier-174023/,CG,JR,5-9,160,Orchard Lake St. Mary's Prep,"(Detroit, MI)",,,Entered,Duquesne,N/A
Ben Nicol,https://www.on3.com/db/ben-nicol-174496/,SF,SO,6-7,208,George Washington,"(Charleston, WV)",,,Entered,Ohio,N/A
Elmore James,https://www.on3.com/db/elmore-james-147639/,CG,JR,6-3,205,Brush,"(Cleveland, OH)",,,Entered,Ohio,N/A
Christian King,https://www.on3.com/db/christian-king-173928/,SF,SO,6-7,190,Seattle Prep School,"(Seattle, WA)",82.75,,Entered,Washington,Montana State
Timaris Brown,https://www.on3.com/db/timaris-brown-250247/,SF,JR,6-5,215,St. Patrick,"(Chicago, IL)",,,Entered,Indiana University   Indianapolis,N/A
Jase Butler,https://www.on3.com/db/jase-butler-236026/,PG,FR,6-4,180,The Branson School,"(Point Reyes Station, CA)",89.92,,Entered,Washington,Colorado State
Noah Williamson,https://www.on3.com/db/noah-williamson-184901/,C,JR,7-0,250,St. Thomas More,(Riga),94.73,,Entered,Bucknell,Alabama
Josh Harris,https://www.on3.com/db/josh-harris-250080/,PF,FR,6-8,220,Pembroke Pines Charter,"(Pembroke Pines, FL)",93.34,,Entered,North Florida,N/A
Jasai Miles,https://www.on3.com/db/jasai-miles-246633/,SG,SO,6-6,205,Miami Country Day School,"(Miami, FL)",91.43,,Entered,North Florida,Indiana
KC Ibekwe,https://www.on3.com/db/kc-ibekwe-162824/,C,JR,6-10,195,Centennial Academy,"(Vancouver, BC)",88.00,,Entered,Washington,N/A
Elijah Fisher,https://www.on3.com/db/elijah-fisher-41177/,SG,JR,6-6,190,Canada,"(Toronto, ON)",89.91,,Entered,Pacific,N/A
Kobe Magee,https://www.on3.com/db/kobe-magee-189091/,SG,JR,6-6,205,Executive Education Academy,"(Allentown, PA)",93.32,,Entered,Drexel,Florida State
Landon Glasper,https://www.on3.com/db/landon-glasper-241959/,CG,JR,6-2,170,Fayetteville,"(Fayetteville, AR)",,,Entered,North Carolina A&T,N/A
Elijah Jones,https://www.on3.com/db/elijah-jones-241412/,PF,SR,6-7,210,Marian Catholic,"(South Holland, IL)",,,Entered,College of Charleston,N/A
Tanner Thomas,https://www.on3.com/db/tanner-thomas-250199/,SF,RS-JR,6-6,215,The Williston Northampton School,"(Stamford, CT)",88.00,,Entered,Sacred Heart,N/A
Marcus Tankersley,https://www.on3.com/db/marcus-tankersley-241284/,SG,JR,-,,Veritas Prep Academy,"(Chattanooga, TN)",,,Entered,Alcorn State,N/A
Julian Lual,https://www.on3.com/db/julian-lual-174014/,SF,SR,6-6,196,Central Pointe Christian,"(Calgary, AB)",,,Entered,Alcorn State,N/A
Jay Alvarez,https://www.on3.com/db/jay-alvarez-241281/,CG,SR,6-5,210,Waynesboro Area,"(Waynesboro, PA)",,,Entered,Rider,N/A
Nick Hittle,https://www.on3.com/db/nick-hittle-250198/,PF,RS-SR,6-10,245,Culver Academies,"(Indianapolis, IN)",,,Entered,University of Southern Indiana,N/A
Jack Doumbia,https://www.on3.com/db/jack-doumbia-204652/,SG,SR,6-6,195,Lanham Christian School,"(Lanham, MD)",89.00,,Entered,Wright State,Towson
Deuce Jones,https://www.on3.com/db/deuce-jones-158700/,PG,FR,6-0,,Trenton Catholic School,"(Trenton, NJ)",90.00,,Entered,La Salle,N/A
Jason Umosella,https://www.on3.com/db/jason-umosella-250197/,PG,FR,6-1,,St. Joseph,"(Hammonton, NJ)",,,Entered,La Salle,N/A
James Joseph,https://www.on3.com/db/james-joseph-250196/,SF,SR,6-7,220,Springfield,"(Oreland, PA)",,,Entered,La Salle,N/A
Brady Smith,https://www.on3.com/db/brady-smith-246472/,PG,RS-SO,6-1,175,Green Canyon,"(Logan, UT)",,,Entered,Utah,N/A
Frank Mitchell,https://www.on3.com/db/frank-mitchell-241365/,PF,SR,6-8,240,Oakville Prep,"(Toronto, ON)",,,Entered,Minnesota,St. Bonaventure University
Luke Jungers,https://www.on3.com/db/luke-jungers-225577/,PF,JR,6-9,220,Creighton Preparatory School,"(Omaha, NE)",,,Entered,Iona,N/A
Keionte Cornelius,https://www.on3.com/db/keionte-cornelius-250188/,PG,SR,6-0,190,Spring,"(Flint, MI)",,,Entered,Alcorn State,N/A
Djahi Binet,https://www.on3.com/db/djahi-binet-250186/,PF,JR,6-7,215,,(Nice),,,Entered,Alcorn State,N/A
Chris Walker,https://www.on3.com/db/chris-walker-250185/,SG,SR,6-6,195,Wellington,"(West Palm Beach, FL)",,,Entered,Binghamton University,N/A
Quinton Mincey,https://www.on3.com/db/quinton-mincey-250184/,SG,RS-SR,6-6,205,Eleanor Roosevelt,"(Upper Marlboro, MD)",90.00,,Entered,University of Massachusetts Lowell,N/A
Robby Phillips,https://www.on3.com/db/robby-phillips-250183/,SG,SR,6-5,205,St Mary,"(Ridgewood, NJ)",,,Entered,Binghamton University,N/A
Kesean Shillingford,https://www.on3.com/db/kesean-shillingford-73770/,PF,FR,7-0,230,The Newman School,"(Middle Village, NY)",,,Entered,Stonehill College,N/A
Chad Moodie,https://www.on3.com/db/chad-moodie-250449/,PF,SO,6-8,225,Grayson,"(Grayson, GA)",,,Entered,Alabama A&M,Appalachian State
Sean Newman Jr.,https://www.on3.com/db/sean-newman-jr-250448/,PG,SR,6-1,165,Culver City,"(Los Angeles, CA)",,,Entered,Louisiana Tech,San Diego State
Lawson Lovering,https://www.on3.com/db/lawson-lovering-78701/,C,SR,7-0,220,Cheyenne Central,"(Cheyenne, WY)",90.00,,Entered,Utah,N/A
Louie Semona,https://www.on3.com/db/louie-semona-250182/,SF,SO,6-8,205,St. Thomas More (Prep),"(Cincinnati, OH)",,,Entered,Stonehill College,Western Kentucky
Jordan Marsh,https://www.on3.com/db/jordan-marsh-250726/,PG,SO,5-10,165,Moravian Prep,"(Charlotte, NC)",93.80,,Entered,University of North Carolina Asheville,N/A
Justin Neely,https://www.on3.com/db/justin-neely-69631/,SF,SR,6-5,200,West Oaks Academy,"(Orlando, FL)",,,Entered,Albany,N/A
Babacar Diallo,https://www.on3.com/db/babacar-diallo-225065/,SG,SR,6-6,197,The Patrick School,(Dakar),,,Entered,Missouri Kansas City,N/A
Tunde Vahlberg Fasasi,https://www.on3.com/db/tunde-vahlberg-fasasi-250179/,SF,SO,6-8,210,Hoosac School,"(Stockholm, Uppl)",87.00,,Entered,La Salle,N/A
Kalil Camara,https://www.on3.com/db/kalil-camara-250178/,SF,SR,6-7,175,Our Savior New American School,"(Bronx, NY)",,,Entered,Bethune Cookman,N/A
Jalyke Gaines-Wyatt,https://www.on3.com/db/jalyke-gaines-wyatt-250302/,PG,SO,6-0,186,St. Anthony's,"(Wyandanch, NY)",88.00,,Entered,Alcorn State,N/A
Jaden Henley,https://www.on3.com/db/jaden-henley-149834/,SF,JR,6-7,190,Colony,"(Toronto, ON)",91.98,,Entered,UNLV,Grand Canyon University
Jorge Sanchez-Ramos,https://www.on3.com/db/jorge-sanchez-ramos-174165/,CG,JR,6-2,160,,(Torrelodones),,,Entered,La Salle,N/A
Peyton Rogers-Schmidt,https://www.on3.com/db/peyton-rogers-schmidt-250175/,SF,SR,6-6,220,Chippewa Falls,"(Chippewa Falls, WI)",,,Entered,Houston Christian,N/A
Connor Horan,https://www.on3.com/db/connor-horan-250176/,PF,FR,6-8,230,Blue Ridge School,"(Fairfax, VA)",,,Entered,Iona,N/A
Ryan Zan,https://www.on3.com/db/ryan-zan-174163/,PF,RS-SO,6-7,200,Rutgers Prep,"(Princeton, NJ)",,,Entered,La Salle,N/A
Chase Kuiper,https://www.on3.com/db/chase-kuiper-250174/,SG,FR,6-6,190,Troy,"(Troy, MI)",,,Entered,Detroit Mercy,N/A
Zawdie Jackson,https://www.on3.com/db/zawdie-jackson-232158/,PG,SR,6-0,,Shiloh,"(Stone Mountain, GA)",88.00,,Entered,New Mexico State,N/A
Malek Gomma,https://www.on3.com/db/malek-gomma-250173/,PF,SO,6-8,245,Elite Prep,"(Seattle, WA)",,,Entered,Seattle University,N/A
TJ Biel,https://www.on3.com/db/tj-biel-250172/,SG,SR,6-7,205,Edge School,"(Calgary, AB)",,,Entered,Southeast Missouri State,N/A
Mak Manciel,https://www.on3.com/db/mak-manciel-173957/,CG,SR,6-3,197,Adlai Stevenson,"(Detroit, MI)",89.00,,Entered,Detroit Mercy,N/A
Keeyan Itejere,https://www.on3.com/db/keeyan-itejere-145392/,PF,RS-JR,6-9,205,Grace Christian School,"(Raleigh, NC)",88.50,,Entered,Northern Kentucky,Rhode Island
Ladji Dembele,https://www.on3.com/db/ladji-dembele-154258/,PF,SO,6-8,245,St. Benedict Prep,"(Newark, NJ)",91.64,,Entered,Iowa,UNLV
Bryce Hopkins,https://www.on3.com/db/bryce-hopkins-15817/,PF,SR,6-7,220,Fenwick,"(Oak Park, IL)",96.67,$1.7M,Entered,Providence,St. John's
Ebrahim Kaba,https://www.on3.com/db/ebrahim-kaba-236941/,PF,FR,6-9,,The Peddie School,"(East Orange, NJ)",,,Entered,St. Bonaventure University,Purdue University Fort Wayne
Julien Soumaoro,https://www.on3.com/db/julien-soumaoro-241552/,PG,SR,5-11,175,Cardinal Hayes,"(Bronx, NY)",,,Entered,East Carolina,N/A
Jestin Porter,https://www.on3.com/db/jestin-porter-147851/,CG,SR,6-1,180,Cy Ridge,"(Houston, TX)",90.93,,Entered,Middle Tennessee State,Clemson
Themus Fulks,https://www.on3.com/db/themus-fulks-174205/,PG,RS-SR,6-1,175,,"(Winston Salem, NC)",90.40,,Entered,Wisconsin Milwaukee,UCF
Jamichael Stillwell,https://www.on3.com/db/jamichael-stillwell-250082/,PF,JR,6-8,225,Elevation Prep,"(Atlanta, GA)",93.88,,Entered,Wisconsin Milwaukee,UCF
Mister Dean,https://www.on3.com/db/mister-dean-249606/,SG,FR,6-6,210,Sunrise Christian Academy,"(Miami, FL)",92.88,,Entered,University of South Carolina Upstate,N/A
Kadyn Betts,https://www.on3.com/db/kadyn-betts-155477/,SF,RS-SO,6-8,190,Central,"(Pueblo, CO)",82.65,,Entered,Minnesota,Montana
Josh Michigan,https://www.on3.com/db/josh-michigan-250169/,SG,FR,6-4,195,Compass Academy,"(Brick, NJ)",,,Entered,Iona,N/A
Bryce Howard,https://www.on3.com/db/bryce-howard-250168/,PG,RS-JR,6-2,185,Pomfret School,"(Westlake Village, CA)",,,Entered,University of California Santa Barbara,N/A
Tyruse Boock,https://www.on3.com/db/tyruse-boock-250166/,SG,SR,6-3,190,Andrews Academy,"(New York, NY)",,,Entered,Iona,N/A
Nathan Johnson Jr.,https://www.on3.com/db/nathan-johnson-jr-250165/,SG,SR,6-3,210,Washington,"(Kansas City, KS)",,,Entered,Lindenwood University,N/A
Cooper Koch,https://www.on3.com/db/cooper-koch-25864/,PF,FR,6-7,205,Metamora,"(Peoria, IL)",90.60,,Entered,Iowa,N/A
Jonathan Powell,https://www.on3.com/db/jonathan-powell-154590/,SG,FR,6-6,180,Centerville,"(Dayton, OH)",91.47,,Entered,West Virginia,North Carolina
Tucker DeVries,https://www.on3.com/db/tucker-devries-116809/,SG,SR,6-6,190,Waukee,"(Waukee, IA)",97.10,,Entered,West Virginia,Indiana
